A,B,C,D,E
0.2123,0.23504,0.38014,0.24035,0.13338
0.24538,0.28802,0.31325,0.48816,0.37026
0.04456,0.37859,0.32861,0.40637,0.28317
0.35787,0.30967,0.19765,0.36979,0.31964
0.285,0.24699,0.28623,0.26045,0.21838
0.37488,0.19679,0.25016,0.33866,0.2513
0.27715,0.25144,0.27231,0.25544,0.33283
0.18888,0.2639,0.39317,0.20795,0.25769
0.37252,0.32063,0.26917,0.27709,0.18534
0.46108,0.16442,0.22482,0.35531,0.33765
0.2093,0.35845,0.20805,0.36255,0.46644
0.3031,0.38454,0.36729,0.33533,0.36889
0.34099,0.21534,0.24493,0.42977,0.44916
0.29516,0.40867,0.40474,0.27962,0.19778
0.23163,0.31894,0.11905,0.44587,0.20841
0.30683,0.42517,0.05824,0.34496,0.27848
0.25855,0.3113,0.39197,0.19847,0.24731
0.29348,0.36358,0.28303,0.20582,0.22825
0.26986,0.38,0.34419,0.2907,0.3649
0.20387,0.3957,0.41886,0.25996,0.27984
0.4428,0.38072,0.35689,0.13202,0.2363
0.43437,0.34106,0.41048,0.38033,0.080106
0.19573,0.11204,0.23478,0.26269,0.44259
0.34394,0.26914,0.18595,0.29818,0.26669
0.49466,0.28155,0.42104,0.30963,0.35978
0.26037,0.31799,0.36321,0.3629,0.3966
0.20389,0.33601,0.29717,0.33156,0.15943
0.28847,0.30169,0.34238,0.26254,0.19597
0.25289,0.2041,0.051192,0.38112,0.25685
0.41653,0.37573,0.31423,0.34148,0.16627
0.2424,0.31387,0.29888,0.21771,0.16181
0.19361,0.43,0.28819,0.23069,0.43023
0.21942,0.28749,0.23616,0.34939,0.36831
0.35045,0.29922,0.36268,0.31905,0.35941
0.34053,0.21925,0.33129,0.31756,0.17301
0.40283,0.4279,0.32543,0.29949,0.38045
0.31951,0.23905,0.27523,0.38231,0.092549
0.29093,0.3939,0.4454,0.33289,0.25841
0.35045,0.47015,0.22467,0.32639,0.24054
0.28121,0.33378,0.43476,0.20956,0.34585
0.29837,0.3864,0.25115,0.26921,0.22449
0.18353,0.47568,0.28974,0.25811,0.21466
0.31001,0.30119,0.33246,0.28163,0.245
0.48607,0.15597,0.28781,0.24952,0.28982
0.43544,0.33612,0.34525,0.20525,0.36646
0.39112,0.4128,0.29465,0.28354,0.22803
0.39078,0.41992,0.18474,0.35333,0.38555
0.18376,0.33328,0.22908,0.23454,0.22224
0.203,0.32506,0.24138,0.28338,0.43861
0.35949,0.35442,0.19531,0.341,0.34906
0.20807,0.27837,0.42176,0.44424,0.31112
0.24421,0.37718,0.37083,0.34455,0.28458
0.2112,0.3049,0.33109,0.13899,0.28937
0.50687,0.24978,0.4097,0.30402,0.24923
0.25184,0.28656,0.34791,0.35571,0.30075
0.25755,0.28655,0.40813,0.25071,0.28001
0.32104,0.21028,0.38271,0.26827,0.38005
0.18042,0.25794,0.31889,0.50077,0.35528
0.26625,0.24206,0.34315,0.32228,0.29747
0.28052,0.24599,0.2223,0.42636,0.3969
0.24919,0.17481,0.25522,0.42839,0.42438
0.35506,0.35124,0.26084,0.3315,0.38993
0.3468,0.25498,0.24742,0.32139,0.35676
0.35267,0.35222,0.34014,0.3586,0.33965
0.28007,0.27486,0.23256,0.24435,0.26228
0.32231,0.34689,0.36607,0.24887,0.28248
0.2512,0.34106,0.35152,0.34535,0.49481
0.32745,0.33473,0.24185,0.36305,0.21575
0.24603,0.25087,0.26033,0.23739,0.35204
0.33564,0.46775,0.27636,0.26235,0.10559
0.20168,0.11848,0.17074,0.31617,0.31648
0.25935,0.35406,0.33238,0.35078,0.32546
0.36788,0.30066,0.40119,0.32378,0.36078
0.20679,0.30666,0.23218,0.37474,0.39025
0.21856,0.072405,0.3306,0.27945,0.26078
0.38044,0.43221,0.35587,0.22719,0.22363
0.54428,0.44251,0.15161,0.248,0.15628
0.20167,0.22242,0.27919,0.44839,0.28615
0.29323,0.3997,0.30725,0.21394,0.23555
0.22082,0.35794,0.3425,0.49074,0.37905
0.33306,0.28133,0.28369,0.36285,0.47402
0.39511,0.38655,0.30453,0.2725,0.11326
0.42351,0.24507,0.29766,0.22327,0.22554
0.28421,0.39918,0.25512,0.27267,0.15934
0.21693,0.37304,0.47265,0.33876,0.24364
0.25212,0.36364,0.34581,0.37439,0.2677
0.2552,0.25166,0.26175,0.31025,0.35738
0.36908,0.3126,0.18944,0.25213,0.24427
0.40106,0.28689,0.44189,0.41929,0.2653
0.2896,0.4112,0.21004,0.29096,0.25546
0.17599,0.35281,0.34419,0.36933,0.32963
0.21419,0.42664,0.25553,0.357,0.26561
0.35219,0.28512,0.3348,0.38546,0.42056
0.28517,0.25434,0.35037,0.38852,0.29535
0.28467,0.19194,0.29882,0.37953,0.32689
0.25343,0.42559,0.25857,0.18095,0.28409
0.22421,0.46877,0.30828,0.41656,0.30879
0.2073,0.25737,0.27777,0.3198,0.24795
0.32019,0.41574,0.33561,0.30361,0.31707
0.2439,0.22377,0.45202,0.41651,0.10642
0.26021,0.15354,0.39428,0.42613,0.27058
0.35487,0.33187,0.23327,0.18935,0.40569
0.17541,0.22142,0.39935,0.41054,0.20187
0.38344,0.2993,0.18,0.39252,0.39108
0.36809,0.38878,0.16293,0.41365,0.3541
0.18295,0.49884,0.42355,0.33482,0.30903
0.26002,0.43486,0.25942,0.28793,0.2792
0.32409,0.38776,0.35804,0.29521,0.24125
0.29714,0.31672,0.30258,0.24214,0.29364
0.24855,0.33774,0.27746,0.40704,0.27757
0.25995,0.22246,0.27997,0.30823,0.37764
0.32888,0.30053,0.40773,0.36048,0.41228
0.34185,0.28803,0.32132,0.25991,0.15482
0.1764,0.19779,0.22988,0.2559,0.18075
0.4536,0.43724,0.31706,0.17227,0.38857
0.23636,0.34534,0.1784,0.32046,0.25963
0.41439,0.33069,0.24762,0.40958,0.35411
0.29694,0.26285,0.32921,0.41827,0.23586
0.29741,0.27816,0.34734,0.1607,0.32396
0.30991,0.36818,0.42705,0.21655,0.34885
0.13058,0.34432,0.27809,0.26724,0.20169
0.19026,0.17149,0.35725,0.33067,0.20045
0.2288,0.2624,0.30921,0.27727,0.20333
0.33073,0.26214,0.24744,0.34336,0.40009
0.32788,0.095509,0.18448,0.21153,0.27063
0.41989,0.27735,0.40069,0.15186,0.26675
0.3907,0.36175,0.16794,0.24917,0.36407
0.16947,0.28538,0.37706,0.19647,0.40039
0.25766,0.39442,0.35483,0.34916,0.28757
0.3209,0.14799,0.50967,0.29941,0.29848
0.30021,0.28037,0.22465,0.21417,0.21907
0.25429,0.29471,0.3988,0.26692,0.24471
0.29879,0.35537,0.35001,0.36857,0.26128
0.37576,0.31777,0.28643,0.11304,0.20493
0.19891,0.38513,0.2088,0.31084,0.26369
0.301,0.49784,0.32614,0.21318,0.2571
0.42085,0.23453,0.33569,0.33975,0.29087
0.21722,0.34336,0.24087,0.29767,0.27317
0.15769,0.32813,0.32236,0.31214,0.36795
0.33219,0.23582,0.28726,0.27897,0.4994
0.40152,0.39493,0.32933,0.34851,0.29494
0.28078,0.24485,0.42822,0.27386,0.17047
0.22981,0.34645,0.3788,0.31603,0.3334
0.39796,0.31416,0.34449,0.41523,0.33858
0.2708,0.36191,0.27505,0.4844,0.31659
0.31435,0.12809,0.25266,0.29193,0.2956
0.28256,0.2517,0.33651,0.25888,0.39711
0.24236,0.42879,0.36728,0.33717,0.26982
0.44128,0.41725,0.26713,0.40177,0.33807
0.39963,0.27247,0.29714,0.46145,0.35799
0.3397,0.1972,0.24031,0.39331,0.31022
0.3085,0.3429,0.2226,0.29798,0.18665
0.25067,0.39323,0.36283,0.14714,0.39376
0.3775,0.19435,0.24153,0.22638,0.27455
0.082652,0.23652,0.22125,0.21544,0.30548
0.37768,0.37095,0.20504,0.40603,0.19081
0.25774,0.21686,0.23547,0.34639,0.40209
0.15839,0.33221,0.25449,0.32166,0.33846
0.18229,0.34061,0.41751,0.30181,0.31434
0.23568,0.33017,0.32614,0.29519,0.28325
0.32168,0.3109,0.37604,0.3538,0.29951
0.3809,0.23522,0.29355,0.11826,0.49595
0.15719,0.30645,0.29967,0.40359,0.27494
0.23839,0.30754,0.1412,0.35228,0.31059
0.23712,0.25177,0.49308,0.31796,0.25165
0.23018,0.37786,0.27248,0.3757,0.33611
0.45718,0.2435,0.39168,0.30954,0.35866
0.26131,0.21077,0.25668,0.38679,0.29027
0.33493,0.43502,0.31958,0.25145,0.25631
0.25376,0.47746,0.28232,0.3344,0.18866
0.32247,0.10604,0.19519,0.34837,0.41492
0.22384,0.33748,0.26453,0.33804,0.25936
0.22271,0.20452,0.094713,0.33639,0.29847
0.22755,0.26235,0.26893,0.17689,0.2468
0.45998,0.32818,0.37357,0.2468,0.36973
0.2265,0.24204,0.34999,0.46187,0.31551
0.30625,0.37604,0.18991,0.31567,0.38306
0.20613,0.3238,0.3033,0.32454,0.2637
0.34052,0.13826,0.22215,0.43668,0.3583
0.26868,0.3406,0.28571,0.2908,0.31043
0.36881,0.25441,0.33325,0.33428,0.23668
0.34134,0.20718,0.42986,0.21628,0.040222
0.25878,0.21773,0.3028,0.17286,0.37816
0.23693,0.33247,0.42087,0.31713,0.39448
0.2552,0.16874,0.23242,0.37839,0.22972
0.27964,0.35918,0.45601,0.26044,0.33024
0.25101,0.22786,0.16412,0.3085,0.24771
0.39013,0.28683,0.47506,0.25176,0.30207
0.31504,0.12031,0.26936,0.41002,0.38856
0.32878,0.31544,0.39457,0.15069,0.37043
0.29425,0.45791,0.48543,0.35111,0.11697
0.36319,0.35137,0.26705,0.33617,0.37085
0.27693,0.38517,0.25257,0.3675,0.26112
0.42515,0.29708,0.24824,0.32799,0.35738
0.36512,0.30641,0.35244,0.24395,0.2374
0.50225,0.14511,0.25357,0.13733,0.19649
0.19702,0.28312,0.35334,0.24664,0.37716
0.18897,0.18707,0.30978,0.39745,0.44338
0.17741,0.17307,0.37697,0.41393,0.40062
0.3181,0.28755,0.36998,0.35866,0.21718
0.12834,0.4246,0.28405,0.21076,0.29943
0.29351,0.32468,0.21126,0.32396,0.27095
0.3117,0.24747,0.3705,0.2327,0.41547
0.20977,0.22236,0.30345,0.28966,0.23138
0.24038,0.14194,0.35033,0.32169,0.23303
0.22453,0.14303,0.33295,0.28484,0.23027
0.14367,0.2779,0.41463,0.33888,0.28136
0.40904,0.31714,0.17177,0.32807,0.29032
0.2211,0.28756,0.18194,0.29497,0.36008
0.25575,0.059916,0.33395,0.31784,0.24817
0.31429,0.20694,0.2562,0.30864,0.50478
0.27593,0.44653,0.18294,0.30296,0.2933
0.28792,0.36364,0.25874,0.43996,0.33131
0.38317,0.35587,0.43438,0.33107,0.30977
0.26571,0.30941,0.44089,0.20535,0.27076
0.40914,0.32151,0.30724,0.20074,0.25479
0.10266,0.30479,0.35684,0.26081,0.10183
0.24202,0.37026,0.35436,0.26589,0.25932
0.26166,0.34379,0.22918,0.34298,0.27535
0.196,0.28503,0.33809,0.26236,0.36019
0.31386,0.27987,0.32967,0.30232,0.36701
0.36523,0.20269,0.24886,0.21591,0.4541
0.4291,0.27368,0.2262,0.2756,0.33418
0.35108,0.28891,0.34065,0.31118,0.2801
0.29909,0.37258,0.43115,0.38897,0.28225
0.35408,0.24864,0.18194,0.39234,0.27325
0.33852,0.33372,0.25162,0.39198,0.22386
0.23268,0.25698,0.42065,0.29456,0.3996
0.41397,0.46286,0.37619,0.27424,0.37475
0.32486,0.35212,0.35248,0.34415,0.21436
0.18134,0.55731,0.37272,0.23067,0.29455
0.24619,0.34023,0.31915,0.4162,0.33156
0.22277,0.30281,0.40139,0.26553,0.4471
0.33863,0.30495,0.31034,0.31936,0.22685
0.12713,0.15065,0.34279,0.27596,0.36747
0.33811,0.17717,0.27123,0.21566,0.30656
0.32851,0.26134,0.25247,0.47106,0.39248
0.40719,0.24708,0.40589,0.23599,0.22174
0.23265,0.41266,0.21288,0.082733,0.37972
0.17073,0.33865,0.39435,0.40658,0.32757
0.30755,0.20004,0.22327,0.28123,0.35515
0.28887,0.3024,0.2666,0.25053,0.22347
0.21397,0.22136,0.3449,0.39693,0.37011
0.13811,0.42883,0.33524,0.30306,0.15598
0.37568,0.31959,0.38943,0.41746,0.13783
0.34332,0.19443,0.35511,0.30938,0.34722
0.21309,0.24877,0.20405,0.31204,0.32252
0.38024,0.28183,0.1504,0.3177,0.23663
0.35416,0.45073,0.20713,0.34768,0.3618
0.19879,0.4129,0.28004,0.30776,0.45674
0.3544,0.2622,0.16186,0.2418,0.33969
0.21629,0.24901,0.32289,0.30379,0.31657
0.30377,0.35909,0.45985,0.15218,0.39265
0.31738,0.42983,0.33235,0.31685,0.28724
0.2142,0.46296,0.26814,0.36633,0.33869
0.34105,0.389,0.36217,0.24983,0.23942
0.46332,0.31927,0.26533,0.46391,0.2362
0.21264,0.3007,0.36309,0.24255,0.26907
0.42514,0.31146,0.34,0.35556,0.19756
0.28209,0.28391,0.28561,0.37748,0.52968
0.28213,0.29425,0.15294,0.18901,0.3129
0.35101,0.43597,0.39982,0.19696,0.19199
0.32447,0.24695,0.36817,0.26859,0.25087
0.34509,0.22264,0.28091,0.5023,0.29105
0.45994,0.33931,0.46438,0.34548,0.36104
0.32115,0.38872,0.33721,0.19262,0.19919
0.31234,0.35162,0.22568,0.52214,0.3462
0.31888,0.2933,0.25846,0.34209,0.31858
0.21352,0.35693,0.24753,0.46277,0.2666
0.38912,0.3072,0.18547,0.42211,0.25886
0.294,0.2318,0.38079,0.39231,0.44693
0.21501,0.43612,0.19875,0.29951,0.18033
0.45672,0.40048,0.18427,0.34731,0.35029
0.32482,0.28226,0.3983,0.33707,0.37609
0.27056,0.23882,0.18667,0.27601,0.18724
0.13056,0.14051,0.20181,0.43048,0.16991
0.243,0.45146,0.28162,0.32328,0.25011
0.35796,0.23819,0.28654,0.38874,0.21693
0.31003,0.049467,0.37689,0.24389,0.35995
0.37956,0.15868,0.15809,0.31087,0.36347
0.2384,0.27187,0.11678,0.22426,0.3135
0.35606,0.26698,0.30851,0.45837,0.30046
0.24311,0.31414,0.33798,0.43441,0.29998
0.27664,0.2745,0.32079,0.23254,0.36569
0.31792,0.4954,0.17014,0.49891,0.22538
0.32709,0.21618,0.2145,0.27156,0.31602
0.41141,0.27564,0.33822,0.40045,0.30404
0.2591,0.30858,0.43093,0.27366,0.35882
0.23623,0.18765,0.28443,0.31202,0.39807
0.084745,0.34054,0.29607,0.29917,0.12959
0.37304,0.32654,0.30265,0.24083,0.3903
0.31757,0.17183,0.15779,0.30454,0.36765
0.32269,0.26012,0.32966,0.2768,0.37097
0.28844,0.26462,0.22223,0.30791,0.28267
0.28101,0.28601,0.27811,0.29281,0.28196
0.26415,0.23519,0.25593,0.42917,0.31074
0.31283,0.29868,0.24189,0.24559,0.54626
0.38247,0.16507,0.29559,0.35649,0.34105
0.39012,0.21506,0.34715,0.40801,0.32973
0.43083,0.38365,0.33109,0.27177,0.2064
0.33637,0.30377,0.25636,0.17686,0.25924
0.27453,0.11569,0.26694,0.32932,0.34626
0.34462,0.25378,0.24718,0.37613,0.40938
0.31402,0.30985,0.27127,0.30405,0.20959
0.30852,0.29522,0.14311,0.36099,0.24367
0.31651,0.32673,0.34402,0.13042,0.28034
0.29877,0.32841,0.21043,0.25627,0.27408
0.17221,0.26415,0.22834,0.45011,0.40677
0.10259,0.34746,0.23913,0.22201,0.31718
0.39021,0.32752,0.33379,0.46156,0.40525
0.25171,0.15366,0.42343,0.2949,0.32984
0.34105,0.23332,0.37882,0.41146,0.20586
0.43857,0.37961,0.2205,0.26342,0.36813
0.26443,0.34893,0.25144,0.19441,0.2187
0.19702,0.39897,0.15055,0.26276,0.23602
0.30151,0.31052,0.40485,0.37124,0.24877
0.48756,0.24099,0.38489,0.36305,0.2628
0.18546,0.31746,0.41299,0.33469,0.37539
0.25773,0.36163,0.24882,0.40431,0.3506
0.29231,0.40642,0.31204,0.31816,0.40257
0.33961,0.31421,0.34106,0.34144,0.37079
0.29064,0.33764,0.25118,0.22971,0.15743
0.3681,0.23861,0.39393,0.33357,0.26453
0.38199,0.24893,0.35253,0.27092,0.24331
0.17047,0.22161,0.23253,0.29523,0.33392
0.16621,0.31855,0.24166,0.17909,0.23412
0.41466,0.25157,0.45334,0.29781,0.36458
0.33698,0.40105,0.39791,0.34663,0.35412
0.38644,0.26604,0.42453,0.27535,0.46823
0.2263,0.30253,0.34437,0.39808,0.28472
0.3041,0.38938,0.36593,0.19186,0.39801
0.34779,0.3959,0.34418,0.25242,0.54189
0.17718,0.27234,0.29304,0.27236,0.2887
0.4016,0.26831,0.41757,0.38479,0.38927
0.26859,0.32474,0.42152,0.23503,0.26909
0.34242,0.43003,0.28731,0.33283,0.33453
0.37911,0.18175,0.30336,0.3006,0.40518
0.44511,0.30282,0.32106,0.20609,0.29506
0.32151,0.091306,0.37129,0.31499,0.18676
0.29706,0.32804,0.24293,0.32409,0.26273
0.17573,0.40979,0.50029,0.23245,0.3729
0.3785,0.34867,0.44599,0.14771,0.28583
0.1464,0.32188,0.36722,0.3381,0.30849
0.23997,0.49742,0.27159,0.4383,0.25479
0.3622,0.23766,0.11683,0.2194,0.33789
0.21422,0.35449,0.35357,0.29706,0.5927
0.32134,0.33761,0.27398,0.37228,0.2907
0.25634,0.40854,0.27528,0.38232,0.21369
0.24446,0.27129,0.28862,0.27591,0.29787
0.25952,0.24981,0.4981,0.38647,0.48812
0.24225,0.29308,0.29396,0.19445,0.18315
0.31093,0.31308,0.12967,0.32023,0.35131
0.46068,0.29538,0.17051,0.33069,0.28712
0.46293,0.235,0.38263,0.25878,0.22387
0.23651,0.39128,0.3248,0.30245,0.27559
0.30452,0.2593,0.25023,0.23037,0.484
0.40165,0.28823,0.30816,0.18171,0.21505
0.095995,0.33292,0.30853,0.32376,0.3365
0.14682,0.065411,0.41026,0.27796,0.28703
0.31704,0.44576,0.40591,0.31231,0.30337
0.27287,0.32063,0.38359,0.45864,0.47487
0.31335,0.28775,0.36263,0.26967,0.30847
0.48104,0.31068,0.29568,0.18461,0.10867
0.27867,0.31154,0.19991,0.41199,0.29972
0.29203,0.08105,0.25979,0.30146,0.18
0.17761,0.2983,0.22789,0.21872,0.25198
0.24701,0.24384,0.36682,0.24945,0.18463
0.32488,0.20132,0.38863,0.17764,0.42603
0.31855,0.33502,0.30316,0.37697,0.31084
0.25206,0.36312,0.30941,0.24241,0.30494
0.39715,0.41996,0.31316,0.26225,0.13567
0.28825,0.46878,0.17249,0.12061,0.28641
0.13961,0.16208,0.2145,0.29018,0.17724
0.22226,0.30797,0.19664,0.23286,0.24721
0.29925,0.45559,0.32365,0.22639,0.20206
0.30892,0.26594,0.31656,0.20231,0.20632
0.068693,0.19466,0.14461,0.46322,0.51213
0.37853,0.28723,0.26383,0.19374,0.43878
0.25295,0.26123,0.19,0.39545,0.22536
0.41532,0.24648,0.31644,0.29391,0.19808
0.32304,0.43074,0.26331,0.40426,0.18266
0.37456,0.28368,0.27283,0.2069,0.35304
0.23983,0.296,0.31927,0.19267,0.28775
0.21051,0.30621,0.48292,0.12503,0.22011
0.32514,0.32657,0.24028,0.2227,0.23855
0.20779,0.40496,0.32291,0.24734,0.19782
0.33936,0.1837,0.38151,0.24558,0.35367
0.37552,0.30994,0.28607,0.39531,0.29755
0.23693,0.16233,0.30874,0.40672,0.22878
0.29852,0.26134,0.38291,0.31232,0.18667
0.22243,0.28221,0.25176,0.25525,0.30516
0.29989,0.39701,0.21841,0.4329,0.2366
0.28391,0.33699,0.23406,0.26829,0.196
0.27553,0.355,0.21183,0.24852,0.50909
0.382,0.17474,0.24114,0.27138,0.35546
0.2367,0.11228,0.37191,0.3513,0.17915
0.24392,0.25462,0.21802,0.20664,0.25761
0.17621,0.32433,0.36804,0.26635,0.35918
0.29294,0.4014,0.24769,0.26339,0.34281
0.23212,0.28401,0.15369,0.20668,0.27827
0.23104,0.4061,0.26305,0.36841,0.34469
0.33205,0.34734,0.384,0.3935,0.34734
0.42596,0.36837,0.14131,0.20789,0.23737
0.24319,0.16908,0.23,0.2954,0.37498
0.40055,0.35975,0.41093,0.30471,0.34929
0.4049,0.18938,0.37054,0.3271,0.25267
0.28665,0.23651,0.14535,0.22634,0.31815
0.22061,0.35025,0.24499,0.43542,0.24332
0.29702,0.29833,0.37055,0.29544,0.21398
0.21875,0.33545,0.061511,0.38322,0.22354
0.25878,0.33741,0.25358,0.23993,0.4278
0.19726,0.28097,0.16483,0.40517,0.16844
0.45539,0.31268,0.24788,0.51243,0.40657
0.50628,0.38679,0.28056,0.30802,0.16712
0.29395,0.18616,0.42477,0.23999,0.39175
0.30749,0.30412,0.31715,0.22957,0.3186
0.19469,0.28469,0.35326,0.20408,0.30347
0.25804,0.36117,0.40816,0.28115,0.23559
0.16888,0.31867,0.39385,0.40951,0.3056
0.21414,0.33709,0.2416,0.35988,0.32251
0.22646,0.32084,0.29854,0.19486,0.29208
0.4783,0.22707,0.1794,0.26433,0.39791
0.45954,0.29794,0.27515,0.22428,0.24942
0.35093,0.39308,0.42548,0.15103,0.26546
0.32011,0.16603,0.26828,0.19232,0.33465
0.42006,0.33117,0.32884,0.34928,0.24449
0.20428,0.29981,0.35609,0.32045,0.38572
0.27335,0.39121,0.25836,0.27634,0.3948
0.19527,0.46757,0.39178,0.32953,0.19246
0.39664,0.16395,0.32364,0.27991,0.32226
0.16913,0.25432,0.34737,0.3949,0.32736
0.21988,0.33873,0.31032,0.383,0.055375
0.29722,0.32029,0.17104,0.20591,0.39849
0.34129,0.2441,0.25016,0.3378,0.28102
0.39248,0.24184,0.34493,0.28743,0.35473
0.23505,0.38457,0.11147,0.46986,0.41345
0.10483,0.1168,0.42222,0.18883,0.35299
0.23754,0.23456,0.34722,0.32908,0.30262
0.23697,0.24818,0.23409,0.29007,0.34892
0.1733,0.25195,0.31926,0.41191,0.18871
0.36539,0.31834,0.30774,0.24565,0.16336
0.41577,0.24453,0.33618,0.41427,0.18152
0.28278,0.23889,0.25897,0.28194,0.2749
0.40086,0.34856,0.51781,0.42554,0.23343
0.26634,0.35618,0.3329,0.23565,0.096479
0.29656,0.32782,0.23457,0.34871,0.13812
0.43749,0.4619,0.28889,0.29211,0.26469
0.15149,0.23235,0.4152,0.31301,0.35992
0.39774,0.40713,0.43023,0.38097,0.34358
0.36445,0.27337,0.31224,0.49894,0.48972
0.40317,0.15404,0.15604,0.25009,0.3159
0.39456,0.40878,0.19557,0.34484,0.32403
0.26354,0.29862,0.32431,0.33682,0.33324
0.24253,0.24472,0.24322,0.38727,0.42414
0.26648,0.20654,0.28679,0.44832,0.22991
0.33689,0.2112,0.41412,0.36953,0.32226
0.2607,0.32573,0.39459,0.19314,0.31424
0.38494,0.27835,0.25194,0.3619,0.25847
0.38379,0.38108,0.3033,0.20853,0.31362
0.31066,0.4139,0.20629,0.43356,0.28308
0.25289,0.377,0.34476,0.2073,0.3751
0.40888,0.32038,0.44373,0.2567,0.2342
0.28179,0.40608,0.30538,0.36053,0.50047
0.45949,0.21781,0.25007,0.3121,0.43491
0.12348,0.31475,0.29002,0.42444,0.3332
0.23252,0.26632,0.26472,0.35466,0.33628
0.29526,0.18627,0.45471,0.27522,0.29908
0.2411,0.28213,0.159,0.38586,0.25277
0.31097,0.26633,0.51077,0.22312,0.23045
0.24635,0.39115,0.10087,0.16049,0.32161
0.24313,0.2133,0.27125,0.32027,0.25073
0.15967,0.29782,0.29072,0.18028,0.36432
0.35939,0.30714,0.39337,0.28445,0.39003
0.27854,0.18466,0.3428,0.37173,0.37947
0.34374,0.28033,0.26846,0.2326,0.32969
0.28185,0.20968,0.268,0.28066,0.37899
0.24505,0.40699,0.44072,0.43076,0.17913
0.36121,0.12838,0.33505,0.25177,0.28575
0.33422,0.36015,0.44921,0.25536,0.45594
0.38824,0.21892,0.31168,0.46206,0.23577
0.10333,0.34306,0.22291,0.41518,0.27004
0.28802,0.285,0.31504,0.093014,0.32616
0.36838,0.20379,0.21336,0.2686,0.28064
0.43283,0.13318,0.33097,0.30101,0.26945
0.3267,0.19443,0.18721,0.24883,0.34385
0.29656,0.13368,0.31159,0.40018,0.4687
0.30802,0.21019,0.47163,0.25671,0.24973
0.13535,0.24115,0.19172,0.37132,0.2621
0.33338,0.23081,0.32053,0.28878,0.16102
0.32262,0.33834,0.24441,0.18259,0.33448
0.21164,0.29973,0.27088,0.39678,0.32663
0.28348,0.28823,0.32971,0.28087,0.29124
0.16947,0.40788,0.10668,0.34808,0.41696
0.26487,0.23745,0.26565,0.08014,0.29246
0.36373,0.26549,0.28886,0.41049,0.39299
0.35664,0.32801,0.13358,0.26202,0.34227
0.16738,0.32415,0.23684,0.37259,0.29308
0.38798,0.32365,0.19727,0.25969,0.29916
0.27456,0.21383,0.2333,0.3646,0.38028
0.25196,0.40713,0.23147,0.31732,0.35673
0.096441,0.27732,0.39238,0.49749,0.27955
0.34655,0.33751,0.32492,0.22928,0.34338
0.35051,0.26159,0.35912,0.34724,0.35449
0.26113,0.36639,0.31295,0.27789,0.23349
0.31512,0.14713,0.35626,0.35205,0.39035
0.31946,0.34857,0.22995,0.29947,0.14296
0.16018,0.35258,0.25661,0.3098,0.13661
0.29499,0.40469,0.30643,0.31247,0.33366
0.29855,0.28829,0.27608,0.18403,0.35186
0.31035,0.13934,0.26542,0.24375,0.24188
0.23428,0.34809,0.21276,0.36331,0.3794
0.36029,0.43377,0.2683,0.2842,0.35706
0.39501,0.28135,0.33569,0.36866,0.42295
0.11545,0.33557,0.32865,0.40714,0.32859
0.21491,0.38942,0.34781,0.2891,0.2905
0.25726,0.33917,0.30701,0.39925,0.1771
0.30013,0.41894,0.20779,0.23614,0.1719
0.5004,0.19273,0.23371,0.27939,0.37372
0.31024,0.34579,0.31137,0.21986,0.32821
0.26421,0.39685,0.2753,0.34072,0.38329
0.25285,0.26957,0.19651,0.44241,0.22209
0.25542,0.40895,0.24624,0.3791,0.23253
0.54422,0.38684,0.16113,0.32405,0.38486
0.24899,0.33022,0.33306,0.42001,0.20708
0.31971,0.16508,0.27941,0.25313,0.34027
0.22284,0.23893,0.28039,0.30474,0.26441
0.1861,0.25553,0.10906,0.35453,0.28209
0.40357,0.36084,0.23978,0.28016,0.39146
0.24697,0.33703,0.26946,0.43876,0.37624
0.42392,0.4102,0.19291,0.43561,0.28285
0.36954,0.38522,0.26871,0.2061,0.26863
0.30611,0.27046,0.17812,0.30717,0.21061
0.41392,0.14912,0.36682,0.3886,0.32569
0.47885,0.38373,0.42033,0.4427,0.28318
0.22043,0.11167,0.3728,0.32802,0.34495
0.39125,0.22966,0.47082,0.32768,0.32835
0.30301,0.38669,0.25567,0.46986,0.42332
0.26972,0.14852,0.35986,0.48972,0.34357
0.33922,0.17086,0.25602,0.16299,0.37484
0.28923,0.3852,0.25101,0.12756,0.34194
0.23956,0.28636,0.32618,0.36721,0.41966
0.23952,0.23864,0.29798,0.20337,0.25025
0.3217,0.51934,0.31821,0.30614,0.1523
0.36272,0.23103,0.30846,0.27474,0.20009
0.39672,0.41373,0.31186,0.30388,0.27649
0.39581,0.39598,0.37591,0.45542,0.27101
0.32314,0.24221,0.21907,0.35414,0.34293
0.40654,0.33596,0.46799,0.3197,0.42166
0.24003,0.34818,0.30941,0.36183,0.28877
0.31979,0.21433,0.27932,0.30649,0.38138
0.27606,0.32566,0.2782,0.25632,0.37541
0.37121,0.21767,0.20939,0.25645,0.29514
0.23956,0.16162,0.39415,0.41009,0.32411
0.27528,0.30415,0.46241,0.31698,0.38392
0.27257,0.2683,0.2751,0.41585,0.39122
0.3385,0.42273,0.27111,0.37621,0.20461
0.27948,0.36458,0.452,0.29189,0.3288
0.36676,0.24194,0.40958,0.29549,0.39711
0.29402,0.37841,0.25203,0.47219,0.26593
0.27147,0.25712,0.41853,0.24299,0.27267
